BARCODE,ASSET DESCRIPTION,SERIAL NO,CATEGORY_1,CATEGORY_2,CATEGORY_3,CATEGORY_4,CATEGORY_5,USAGE_YES/NO,REPUNIT_1,REPUNIT_2,LOCATION_1,LOCATION_2,LOCATION_3,BUILDING,FLOOR NUMBER,ROOM NUMBER,VERIFICATION DATE,DUPLICATE BARCODE,ASSET CONDITION - 30 JUNE 2012,ASSET CONDITION - 30 JUNE 2013,RESPONSIBLE PERSON,LEASED,VIN NUMBER,START LAT,START LONG,STREET NAME
00247,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00248,DESK L SHAPE LEFT/RIGHT,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00249,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,GOOD,,MUNICIPAL CHAMBERS,NO,,,,
00250,DESK WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00251,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00252,MICROPHONE MP STEREO DIVERSITY WIRELESS TUNER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,WT-A820,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,GOOD,,VACANT,NO,,,,
00253,MICROPHONE WIRELESS RECEIVER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,CCS 800 ULTRO,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00254,MICROPHONE WIRELESS,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,600,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00255,COMPUTER MONITOR FLAT SCREEN,,OTHER ASSETS,COMPUTER EQUIPMENT,TJ677,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00256,DESK WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00257,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0017,,,GOOD,,JACOBS T V,NO,,,,
00258,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,PRELUDE,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00259,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00260,CHAIR AUDITORIUM 3 SEATER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00261,CHAIR AUDITORIUM 3 SEATER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00262,CHAIR AUDITORIUM 3 SEATER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00263,CHAIR AUDITORIUM 3 SEATER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00264,CHAIR AUDITORIUM 3 SEATER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00265,CHAIR AUDITORIUM 3 SEATER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00266,CHAIR AUDITORIUM 3 SEATER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00267,CHAIR AUDITORIUM 3 SEATER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00268,CHAIR AUDITORIUM 3 SEATER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00269,CHAIR AUDITORIUM 3 SEATER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00270,CHAIR AUDITORIUM 3 SEATER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00271,CHAIR AUDITORIUM 4 SEATER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00272,CHAIR HIGH BACK SWIVEL TILT,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0022,,,GOOD,,GROENEWALDT H,NO,,,,
00273,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WALK IN SAFE,,,R0025,,,GOOD,,WALK IN SAFE,NO,,,,
00274,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0022,,,VERY GOOD,,GROENEWALDT H,NO,,,,
00275,STAND PRINTER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0022,,,GOOD,,GROENEWALDT H,NO,,,,
00276,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,LX-300+,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0022,,,GOOD,,GROENEWALDT H,NO,,,,
00277,CABINET OPTIPLAN 5 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0022,,,GOOD,,GROENEWALDT H,NO,,,,
00278,CHAIR STEEL STACKABLE UPHOLSTERED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0027,,,FAIR,,HEINES S,NO,,,,
00279,DESK DOUBLE PEDESTAL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0022,,,GOOD,,GROENEWALDT H,NO,,,,
00280,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0028,,,FAIR,,OLLYN E,NO,,,,
00281,TABLE WOOD WITH STEEL LEGS,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0003,,,VERY GOOD,,SMOUS Y,NO,,,,
00282,CHAIR TYPIST,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0026,,,FAIR,,ZALISA L,NO,,,,
00283,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0029,,,FAIR,,STRYDOM / VAN DER MERWE,NO,,,,
00284,CHAIR HIGH BACK SWIVEL TILT,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0028,,,VERY GOOD,,OLLYN E,NO,,,,
00285,CHAIR WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0027,,,GOOD,,HEINES S,NO,,,,
00286,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,LASERJET 4300TN,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00287,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,LASERJET 4350N,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0023,,,FAIR,,TLHALOGANYO E,NO,,,,
00288,MACHINE PHOTOCOPIER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0201,,,VERY GOOD,,ELECTRICAL STORE,NO,,,,
00289,DESK SINGLE PEDESTAL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0028,,,GOOD,,OLLYN E,NO,,,,
00290,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0023,,,VERY GOOD,,TLHALOGANYO E,NO,,,,
00291,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,DNT600A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,FAIR,,SERVER ROOM,NO,,,,
00292,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,PREMUIM,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0028,,,POOR,,OLLYN E,NO,,,,
00293,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,SYSTEM 3300,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0028,,,POOR,,OLLYN E,NO,,,,
00294,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,FX-1180+,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0028,,,POOR,,OLLYN E,NO,,,,
00295,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,SINEWAVE PWN-SYSTEM,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0028,,,POOR,,OLLYN E,NO,,,,
00296,GUILLOTINE,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,00561,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0028,,,GOOD,,OLLYN E,NO,,,,
00297,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,C500,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00298,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,VERY GOOD,,MOTHUSIMANG S,NO,,,,
00299,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,C500,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00300,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00301,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0022,,,GOOD,,GROENEWALDT H,NO,,,,
00302,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0022,,,GOOD,,GROENEWALDT H,NO,,,,
00303,DESK SINGLE PEDESTAL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0029,,,FAIR,,STRYDOM / VAN DER MERWE,NO,,,,
00304,CHAIR STEEL STACKABLE UPHOLSTERED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0029,,,FAIR,,STRYDOM / VAN DER MERWE,NO,,,,
00305,CHAIR WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0004,,,GOOD,,MAGODONGO G,NO,,,,
00306,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,BOARDROOM LARGE,,,R0009,,,POOR,,BOARDROOM LARGE,NO,,,,
00307,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0023,,,VERY GOOD,,TLHALOGANYO E,NO,,,,
00308,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,VM5ENDA512,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00309,DESK SINGLE PEDESTAL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0020,,,GOOD,,TLHALOGANYO I,NO,,,,
00310,CHAIR STEEL STACKABLE UPHOLSTERED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0019,,,GOOD,,SENONOHI K D,NO,,,,
00311,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,C 5000,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,BOARDROOM LARGE,,,R0009,,,POOR,,BOARDROOM LARGE,NO,,,,
00312,COMPUTER SERVER,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,VERY GOOD,,SERVER ROOM,NO,,,,
00313,COMPUTER HUB SWITCH,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,FAIR,,SERVER ROOM,NO,,,,
00314,CABINET COMPUTER HUB/MODEM,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,FAIR,,SERVER ROOM,NO,,,,
00315,CABINET COMPUTER HUB/MODEM,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,VERY GOOD,,SERVER ROOM,NO,,,,
00316,DESK L SHAPE LEFT/RIGHT,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0023,,,FAIR,,TLHALOGANYO E,NO,,,,
00317,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,POWERCOM,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0028,,,POOR,,OLLYN E,NO,,,,
00318,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,POWERCOM,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WALK IN SAFE,,,R0025,,,POOR,,WALK IN SAFE,NO,,,,
00319,CHAIR HIGH BACK SWIVEL TILT,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0023,,,FAIR,,TLHALOGANYO E,NO,,,,
00320,COMPUTER HUB SWITCH,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,VERY GOOD,,SERVER ROOM,NO,,,,
00321,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,VERY GOOD,,SERVER ROOM,NO,,,,
00322,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,VERY GOOD,,SERVER ROOM,NO,,,,
00323,CHAIR WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0020,,,GOOD,,TLHALOGANYO I,NO,,,,
00324,CABINET FILING STEEL 4 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0023,,,FAIR,,TLHALOGANYO E,NO,,,,
00325,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,VM5ENDA512,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00326,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00327,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,VT 3500,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,BOARDROOM LARGE,,,R0009,,,POOR,,BOARDROOM LARGE,NO,,,,
00328,CHAIR WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0022,,,FAIR,,GROENEWALDT H,NO,,,,
00329,CHAIR TYPIST,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0023,,,FAIR,,TLHALOGANYO E,NO,,,,
00330,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,LASERJET 1022,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00331,POWER SUPPLY,,OTHER ASSETS,COMPUTER EQUIPMENT,DF17235,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0028,,,VERY GOOD,,OLLYN E,NO,,,,
00332,STAND PRINTER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0029,,,FAIR,,STRYDOM / VAN DER MERWE,NO,,,,
00333,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,AC501,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00334,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0027,,,FAIR,,HEINES S,NO,,,,
00335,CABINET CARD INDEX,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0027,,,FAIR,,HEINES S,NO,,,,
00336,CABINET FILING STEEL 4 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0026,,,GOOD,,ZALISA L,NO,,,,
00337,WORKSTATION,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0027,,,FAIR,,HEINES S,NO,,,,
00338,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,POWERCOM BNT600A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00339,DESK DOUBLE PEDESTAL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0029,,,FAIR,,STRYDOM / VAN DER MERWE,NO,,,,
00340,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0026,,,GOOD,,ZALISA L,NO,,,,
00341,CABINET COMPUTER HUB/MODEM,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0022,,,GOOD,,GROENEWALDT H,NO,,,,
00342,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,POWERCOM,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0007,,,VERY GOOD,,MOHANYAHANYA A N,NO,,,,
00343,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0007,,,VERY GOOD,,MOHANYAHANYA A N,NO,,,,
00344,CABINET COMPUTER HUB/MODEM,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0007,,,VERY GOOD,,MOHANYAHANYA A N,NO,,,,
00345,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,SERVER ROOM,,,R0024,,,FAIR,,SERVER ROOM,NO,,,,
00346,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WALK IN SAFE,,,R0025,,,GOOD,,WALK IN SAFE,NO,,,,
00347,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,POWERCOM,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WALK IN SAFE,,,R0025,,,GOOD,,WALK IN SAFE,NO,,,,
00348,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,POWERCOM BNT600A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00349,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,DESKJET 34200,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00350,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,LASERJET 1010,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WALK IN SAFE,,,R0025,,,POOR,,WALK IN SAFE,NO,,,,
00351,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,LASERJET 1051,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,POOR,,MOTHUSIMANG S,NO,,,,
00352,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WALK IN SAFE,,,R0025,,,FAIR,,WALK IN SAFE,NO,,,,
00353,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,V551,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00354,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,C500,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00355,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,14ED,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00356,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,VMD5ENDA502,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00357,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,1010,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
