BARCODE,"ASSET DESCRIPTION","SERIAL NO",CATEGORY_1,CATEGORY_2,CATEGORY_3,CATEGORY_4,CATEGORY_5,USAGE_YES/NO,REPUNIT_1,REPUNIT_2,LOCATION_1,LOCATION_2,LOCATION_3,LOCATION_4,"FLOOR NUMBER","ROOM TYPE","VERIFICATION DATE",OWNERSHIP,"DUPLICATE BARCODE","ASSET CONDITION",OWNER,LEASED,"VIN NUMBER","DATE OF VERIFICATION","SUPPLIER NAME","GAMAP FUNDING","GFS FUNDING",QUANTITY,WIDTH,GRADING,DIAMETRE,LENGTH,"FROM NODE","TO NODE","NODE LAYER","START LAT","START LONG","END LAT","END LONG",GIS_ID,"STAND NUMBER","STREET NAME","LAND RENTED (Y/N)","LAND OR IMPROVEMENTS","LAND MATCHED","ERF NUMBER",PORTION,EXTENSION,"TITLE DEED NUMBER","SURVEY GENERAL REFERANCE NO","LAND SIZE","VOTE NUMBER","ORDER NUMBER","ORDER DATE","INVOICE NUMBER","INVOICE DATE","CHEQUE NUMBER","WAS ASSET BROUGHT IN ON A DRC",,"UPDATE STATUS","CREATE TIME","UPDATE TIME","PREV CONDITION","PREV CATEGORY 1","PREV CATEGORY 2","PREV CATEGORY 3","PREV CATEGORY 4","PREV TOWN","PREV STREET","PREV BUILDING","PREV FLOOR","PREV ROOM"
A03002,"DESK L-SHAPE",,"OTHER ASSETS","FURNITURE & FITTNGS","DESK L-SHAPE",WOODEN,,YES,"FINANCIAL SERVICES",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING",FINANCE,N/A,R0013,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MS. M MORENA",N/A,N/A,2012/06/30,"OFFICE CREATIONS",N/A,N/A,1.00,N/A,N/A,N/A,1.60X0.71X1.20M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0201/3809/0000,N/A,N/A,N/A,N/A,21883,YES,"TAKE ON 2011",Unchanged,"2013-06-15 19:28:54","2013-06-15 19:28:54",GOOD,"OTHER ASSETS","FURNITURE & FITTNGS","DESK L-SHAPE",WOODEN,BOSHOF,"VOORTREKKER STREET",FINANCE,N/A,R0013
A03132,"CHAIR HIGHBACK",,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR HIGHBACK",VYNIL,,YES,"INTERNAL AUDIT",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","INTERNAL AUDITOR",N/A,R0054,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MS. K MOKOMELA",N/A,N/A,2012/06/30,"OFFICE CREATIONS",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0101/4413/0000,N/A,N/A,N/A,N/A,22285,YES,"TAKE ON 2011",Unchanged,"2013-06-15 19:28:54","2013-06-15 19:28:54",GOOD,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR HIGHBACK",VYNIL,BOSHOF,"VOORTREKKER STREET","INTERNAL AUDITOR",N/A,R0054
A03489,TABLE,,"OTHER ASSETS","FURNITURE & FITTNGS",TABLE,WOODEN,,YES,"MUNICIPAL MANAGER",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","MUNICIPAL MANGER ",N/A,R0052,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"ADV. L MOFOKENG",N/A,N/A,2012/06/30,"OFFICE CREATIONS",N/A,N/A,1.00,N/A,N/A,N/A,1.3X1.3M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0101/4413/0000,N/A,N/A,N/A,N/A,22317,YES,"TAKE ON 2011",Unchanged,"2013-06-15 19:28:54","2013-06-15 19:28:54",EXCELLENT,"OTHER ASSETS","FURNITURE & FITTNGS",TABLE,WOODEN,BOSHOF,"VOORTREKKER STREET","MUNICIPAL MANGER ",N/A,R0052
A03154,AIRCONDITIONER,C101251020110917120025,"OTHER ASSETS","OFFICE EQUIPMENT",AIRCONDITIONER,"PLATONIC AUS-09HR",,YES,"PMS OFFICE",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","PMS OFFICE",N/A,R0055,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. M MOLOELE",N/A,N/A,2012/06/30,"COOLING SOLUTIONS",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0001/5001/0000,N/A,N/A,IN105439,2010/12/15,22571,YES,"TAKE ON 2011",Unchanged,"2013-06-15 19:28:54","2013-06-15 19:28:54",GOOD,"OTHER ASSETS","OFFICE EQUIPMENT",AIRCONDITIONER,"PLATONIC AUS-09HR",BOSHOF,"VOORTREKKER STREET","PMS OFFICE",N/A,R0055
A03052,AIRCONDITIONER,,"OTHER ASSETS","OFFICE EQUIPMENT",AIRCONDITIONER,PLATONIC,,YES,"CORPORATE SERVICES",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","BOARDROOM 2",N/A,R0061,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,"COOLING SOLUTIONS",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0421/6019/0000,N/A,N/A,N/A,N/A,21388,YES,"TAKE ON 2011",Unchanged,"2013-06-15 19:28:54","2013-06-15 19:28:54",GOOD,"OTHER ASSETS","OFFICE EQUIPMENT",AIRCONDITIONER,PLATONIC,BOSHOF,"VOORTREKKER STREET","BOARDROOM 2",N/A,R0061
A03103,"FRIDGE BAR",P102202118,"OTHER ASSETS","FURNITURE & FITTNGS","FRIDGE BAR","LOGIK DC-19",,YES,"FINANCIAL SERVICES",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","CHIEF FINANCIAL OFFICER",N/A,R0053,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MATHAPELO MASISI",N/A,N/A,2012/06/30,"MAKHONYA TECHNOLOGIES",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21867,YES,"TAKE ON 2011",Unchanged,"2013-06-15 19:28:54","2013-06-15 19:28:54",EXCELLENT,"OTHER ASSETS","FURNITURE & FITTNGS","FRIDGE BAR","LOGIK DC-19",BOSHOF,"VOORTREKKER STREET","CHIEF FINANCIAL OFFICER",N/A,R0053
"A07791 & A08039","ALCOHOL TESTER & PRINTER",,"OTHER ASSETS","OFFICE EQUIPMENT","ALCOHOL TESTER & PRINTER","AL-6000 & SENECH (YJ-360TUP)",,YES,"TECHNICAL SERVICES",N/A,DEALESVILLE,DEALESVILLE,"MUNICIPAL OFFICES (R0029)",,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",A03051,,"N\A",N/A,N/A,2012/06/30,NOVGEN,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,"BRAND STREET",N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0530/4461/0000,N/A,N/A,N/A,N/A,22128,YES,"TAKE ON 2011",Unchanged,"2013-06-15 19:28:54","2013-06-15 19:28:54",EXCELLENT,"OTHER ASSETS","OFFICE EQUIPMENT","ALCOHOL TESTER & PRINTER","AL-6000 & SENECH (YJ-360TUP)",DEALESVILLE,N/A,N/A,N/A,R0037
A03651,"DESK L-SHAPE",,"OTHER ASSETS","FURNITURE & FITTNGS","DESK L-SHAPE","CREST RECEPTION COUNTER MAHOGANY",,YES,"MUNICIPAL MANAGER",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING",MMD,N/A,R0004,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"CONFIDENCE VORSTER",N/A,N/A,2012/06/30,"MAMELLO TRADING",N/A,N/A,1.00,N/A,N/A,N/A,1.82X1.82M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7210/7211/7203,N/A,N/A,N/A,N/A,24426,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:54","2013-06-15 19:28:54",EXCELLENT,"OTHER ASSETS","FURNITURE & FITTNGS","DESK L-SHAPE","CREST RECEPTION COUNTER MAHOGANY",BOSHOF,"VOORTREKKER STREET",MMD,N/A,R0004
A03652,"CHAIR TWO-SEATER",,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR TWO-SEATER","ILLUSION DOUBLE SEATER",,YES,"MUNICIPAL MANAGER",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING",MMD,N/A,R0004,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"CONFIDENCE VORSTER",N/A,N/A,2012/06/30,"MAMELLO TRADING",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7210/7211/7203,N/A,N/A,N/A,N/A,24426,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:54","2013-06-15 19:28:54",EXCELLENT,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR TWO-SEATER","ILLUSION DOUBLE SEATER",BOSHOF,"VOORTREKKER STREET",MMD,N/A,R0004
A03658,CHAIR,,"OTHER ASSETS","FURNITURE & FITTNGS",CHAIR,"ILLUSION SINGLE SEATER",,YES,"MUNICIPAL MANAGER",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING",MMD,N/A,R0004,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"CONFIDENCE VORSTER",N/A,N/A,2012/06/30,"MAMELLO TRADING",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7210/7211/7203,N/A,N/A,N/A,N/A,24426,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:54","2013-06-15 19:28:54",EXCELLENT,"OTHER ASSETS","FURNITURE & FITTNGS",CHAIR,"ILLUSION SINGLE SEATER",BOSHOF,"VOORTREKKER STREET",MMD,N/A,R0004
A03665,PRINTER,CNC9CBCDMJ,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER,"HP LASERJET 1536 DNFMFP",,YES,"MUNICIPAL MANAGER",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","MUNICIPAL MANGER ",N/A,R0051,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. V MVUNDLA",N/A,N/A,2012/06/30,"COMPUDEN COMPUTERS",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7210/7211/7203,N/A,N/A,N/A,N/A,24888,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:54","2013-06-15 19:28:54",EXCELLENT,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER,"HP LASERJET 1536 DNFMFP",BOSHOF,"VOORTREKKER STREET","MUNICIPAL MANGER ",N/A,R0051
A03114,"STATIONERY CABINET",,"OTHER ASSETS","FURNITURE & FITTNGS","STATIONERY CABINET","ROLLER DOOR SYSTEM CABINET MAHOGANY",,YES,"FINANCIAL SERVICES",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","CHIEF FINANCIAL OFFICER",N/A,R0053,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MATHAPELO MASISI",N/A,N/A,2012/06/30,"MAMELLO TRADING",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7210/7211/7203,N/A,N/A,N/A,N/A,24426,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:54","2013-06-15 19:28:54",EXCELLENT,"OTHER ASSETS","FURNITURE & FITTNGS","STATIONERY CABINET","ROLLER DOOR SYSTEM CABINET MAHOGANY",BOSHOF,"VOORTREKKER STREET","CHIEF FINANCIAL OFFICER",N/A,R0053
A03104,"DESK U-SHAPE",,"OTHER ASSETS","FURNITURE & FITTNGS","DESK U-SHAPE","M400 DRAWER FILING CABINET MAHOGANY",,YES,"FINANCIAL SERVICES",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","CHIEF FINANCIAL OFFICER",N/A,R0053,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MATHAPELO MASISI",N/A,N/A,2012/06/30,"MAMELLO TRADING",N/A,N/A,1.00,N/A,N/A,N/A,2.0X2.65X2.5X0.9M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7210/7211/7203,N/A,N/A,N/A,N/A,24426,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:54","2013-06-15 19:28:54",EXCELLENT,"OTHER ASSETS","FURNITURE & FITTNGS","DESK U-SHAPE","M400 DRAWER FILING CABINET MAHOGANY",BOSHOF,"VOORTREKKER STREET","CHIEF FINANCIAL OFFICER",N/A,R0053
A03019,"CHAIR HIGHBACK",,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR HIGHBACK","FLEXI ARM & TILT FWD CHAIR HIGH BACK",,YES,"MUNICIPAL MANAGER",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING",MMD,N/A,R0004,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"CONFIDENCE VORSTER",N/A,N/A,2012/06/30,"MAMELLO TRADING",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7210/7211/7203,N/A,N/A,N/A,N/A,24426,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:54","2013-06-15 19:28:54",EXCELLENT,"OTHER ASSETS","FURNITURE & FITTNGS","CHAIR HIGHBACK","FLEXI ARM & TILT FWD CHAIR HIGH BACK",BOSHOF,"VOORTREKKER STREET",MMD,N/A,R0004
A04514,PRINTER,CNG9C6PZ6K,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER,"HP LASERJET M1212NFMFP",,YES,"MUNICIPAL MANAGER",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING",MMD,N/A,R0004,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"CONFIDENCE VORSTER",N/A,N/A,2012/06/30,"COMPUDEN COMPUTERS",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7210/7211/7203,N/A,N/A,N/A,N/A,24888,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:54","2013-06-15 19:28:54",EXCELLENT,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER,"HP LASERJET M1212NFMFP",BOSHOF,"VOORTREKKER STREET",MMD,N/A,R0004
A04504,SHREDDER,SC1*2508112685,"OTHER ASSETS","OFFICE EQUIPMENT",SHREDDER,"REXEL SC170",,YES,"FINANCIAL SERVICES",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING",FINANCE,N/A,R0013,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MS. M MORENA",N/A,N/A,2012/06/30,"OFFICE WORLD",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7210/7211/7203,N/A,N/A,N/A,N/A,25743,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:54","2013-06-15 19:28:54",EXCELLENT,"OTHER ASSETS","OFFICE EQUIPMENT",SHREDDER,"REXEL SC170",BOSHOF,"VOORTREKKER STREET",FINANCE,N/A,R0013
A03901,"A0-MAP DRAWER CABINET",,"OTHER ASSETS","FURNITURE & FITTNGS","A0-MAP DRAWER CABINET","A0 MAP DRAWER CABINETS",,YES,"TECHNICAL SERVICES",N/A,BOSHOF,BOSHOF,TOWNHALL,"PMU TECHNICAL",A04702,R0021,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,"PAPRENAX TRADING",N/A,N/A,1.00,N/A,N/A,N/A,1.4X0.9X0.5M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7210/7211/7203,N/A,N/A,N/A,N/A,24413,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:54","2013-06-15 19:28:54",EXCELLENT,"OTHER ASSETS","FURNITURE & FITTNGS","A0-MAP DRAWER CABINET","A0 MAP DRAWER CABINETS",BOSHOF,"VOORTREKKER STREET","PMU TECHNICAL",A04702,R0021
A03902,"A0-MAP DRAWER CABINET",,"OTHER ASSETS","FURNITURE & FITTNGS","A0-MAP DRAWER CABINET","A0 MAP DRAWER CABINETS",,YES,"TECHNICAL SERVICES",N/A,BOSHOF,BOSHOF,TOWNHALL,"PMU TECHNICAL",A04702,R0021,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,"PAPRENAX TRADING",N/A,N/A,1.00,N/A,N/A,N/A,1.4X0.9X0.5M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7210/7211/7203,N/A,N/A,N/A,N/A,24413,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:54","2013-06-15 19:28:54",EXCELLENT,"OTHER ASSETS","FURNITURE & FITTNGS","A0-MAP DRAWER CABINET","A0 MAP DRAWER CABINETS",BOSHOF,"VOORTREKKER STREET","PMU TECHNICAL",A04702,R0021
A03903,"A0-MAP DRAWER CABINET",,"OTHER ASSETS","FURNITURE & FITTNGS","A0-MAP DRAWER CABINET","A0 MAP DRAWER CABINETS",,YES,"TECHNICAL SERVICES",N/A,BOSHOF,BOSHOF,TOWNHALL,"PMU TECHNICAL",A04702,R0021,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,"PAPRENAX TRADING",N/A,N/A,1.00,N/A,N/A,N/A,1.4X0.9X0.5M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7210/7211/7203,N/A,N/A,N/A,N/A,24413,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:54","2013-06-15 19:28:54",EXCELLENT,"OTHER ASSETS","FURNITURE & FITTNGS","A0-MAP DRAWER CABINET","A0 MAP DRAWER CABINETS",BOSHOF,"VOORTREKKER STREET","PMU TECHNICAL",A04702,R0021
A03904,"FILE CABINET",,"OTHER ASSETS","FURNITURE & FITTNGS","FILE CABINET","FILE CABINET DRAWER",,YES,"TECHNICAL SERVICES",N/A,BOSHOF,BOSHOF,TOWNHALL,"PMU TECHNICAL",A04702,R0021,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,"PAPRENAX TRADING",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7210/7211/7203,N/A,N/A,N/A,N/A,24413,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:54","2013-06-15 19:28:54",EXCELLENT,"OTHER ASSETS","FURNITURE & FITTNGS","FILE CABINET","FILE CABINET DRAWER",BOSHOF,"VOORTREKKER STREET","PMU TECHNICAL",A04702,R0021
A03054,"FILE CABINET",,"OTHER ASSETS","FURNITURE & FITTNGS","FILE CABINET",WOODEN,,YES,"TECHNICAL SERVICES",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","TECHNICAL MANAGER",N/A,R0057,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,TECHNICAL,N/A,N/A,2012/06/30,"PAPRENAX TRADING",N/A,N/A,1.00,N/A,N/A,N/A,0.9X0.4X1.8M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7210/7211/7203,N/A,N/A,N/A,N/A,24413,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",GOOD,"OTHER ASSETS","FURNITURE & FITTNGS","FILE CABINET",WOODEN,BOSHOF,"VOORTREKKER STREET","TECHNICAL MANAGER",N/A,R0057
A08031,"TERABYTE EXTERNAL HARD DRIVE",WXK1A71J8465,"OTHER ASSETS","COMPUTER EQUIPMENT","TERABYTE EXTERNAL HARD DRIVE","EXTERNAL HARD DRIVE",,YES,"FINANCIAL SERVICES",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING",FINANCE,N/A,R0016,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MRS. C. WESSELS",N/A,N/A,2012/06/30,"PAPRENAX TRADING CC",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7210/7211/7203,N/A,N/A,N/A,N/A,24413,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",EXCELLENT,"OTHER ASSETS","COMPUTER EQUIPMENT","TERABYTE EXTERNAL HARD DRIVE","EXTERNAL HARD DRIVE",BOSHOF,"VOORTREKKER STREET",FINANCE,N/A,R0016
A03642,"TERABYTE EXTERNAL HARD DRIVE",,"OTHER ASSETS","COMPUTER EQUIPMENT","TERABYTE EXTERNAL HARD DRIVE","EXTERNAL HARD DRIVE",,YES,"HUMAN RESOURCES",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","CORPORATE SERVICES",N/A,R0002,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR K MOGOASI",N/A,N/A,2012/06/30,"PAPRENAX TRADING CC",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7210/7211/7203,N/A,N/A,N/A,N/A,24413,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",EXCELLENT,"OTHER ASSETS","COMPUTER EQUIPMENT","TERABYTE EXTERNAL HARD DRIVE","EXTERNAL HARD DRIVE",BOSHOF,"VOORTREKKER STREET","CORPORATE SERVICES",N/A,R0002
A04537,SHREDDER,2309080219,"OTHER ASSETS","OFFICE EQUIPMENT",SHREDDER,"GBC CC175",,YES,"FINANCIAL SERVICES",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","CHIEF FINANCIAL OFFICER",N/A,R0053,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MATHAPELO MASISI",N/A,N/A,2012/06/30,"MAMELLO TRADING",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24426,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",EXCELLENT,"OTHER ASSETS","OFFICE EQUIPMENT",SHREDDER,"GBC CC175",BOSHOF,"VOORTREKKER STREET","CHIEF FINANCIAL OFFICER",N/A,R0053
A08048,"ALCOHOL TESTER",,"OTHER ASSETS","OFFICE EQUIPMENT",SENTECH,AL6000,,YES,"TECHNICAL SERVICES",N/A,HERTZOGVILLE,HERTZOGVILLE,WORKSHOP,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,TECHNICAL,N/A,N/A,2012/06/30,"NOVAGEN AFRICA",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VAN NIEKERK STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24483,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",EXCELLENT,"OTHER ASSETS","OFFICE EQUIPMENT",SENTECH,AL6000,HERTZOGVILLE,"VAN NIEKERK STREET",N/A,N/A,N/A
A08049,"ALCOHOL TESTER [PRINTER]",201108-00056,"OTHER ASSETS","OFFICE EQUIPMENT",SENTECH,YJ-360TUP,,YES,"TECHNICAL SERVICES",N/A,HERTZOGVILLE,HERTZOGVILLE,WORKSHOP,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,TECHNICAL,N/A,N/A,2012/06/30,"NOVAGEN AFRICA",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VAN NIEKERK STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24483,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",EXCELLENT,"OTHER ASSETS","OFFICE EQUIPMENT",SENTECH,YJ-360TUP,HERTZOGVILLE,"VAN NIEKERK STREET",N/A,N/A,N/A
A08016,"ALCOHOL TESTER",JB920001,"OTHER ASSETS","OFFICE EQUIPMENT",SENTECH,AL6000,,YES,"TECHNICAL SERVICES",N/A,BOSHOF,BOSHOF,WORKSHOP,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,TECHNICAL,N/A,N/A,2012/06/30,"NOVAGEN AFRICA",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24483,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",EXCELLENT,"OTHER ASSETS","OFFICE EQUIPMENT",SENTECH,AL6000,BOSHOF,"VOORTREKKER STREET",N/A,N/A,N/A
